"RI","Na","Mg","Al","Si","K","Ca","Ba","Fe","Type","hardness","color","tranparency","id","density","thermal_exp"
1.518,13.71,3.93,1.54,71.81,0.54,8.21,0,0.15,"2",3,"WH","TP","id40",2.45952453315416,10.6633379095309
1.51851,13.2,3.63,1.07,72.83,0.57,8.41,0.09,0.17,"2",6,"CL","TP","id41",2.53144328033029,8.8140093301146
1.51797,12.74,3.48,1.35,72.96,0.64,8.68,0,0,"1",7,"WH","TP","id42",2.32164405415653,10.0323282050245
1.51625,13.36,3.58,1.49,72.72,0.45,8.21,0,0,"2",1,"CL","TL","id43",2.66983863254054,8.84929125170304
1.51674,12.79,3.52,1.54,73.36,0.66,7.9,0,0,"2",6,"WH","TP","id44",2.68984801822353,11.6437081075182
1.52227,14.17,3.81,0.78,71.35,0,9.69,0,0,"1",4,"CL","TP","id45",2.44175856238158,7.79832896367766
1.51742,13.27,3.62,1.24,73.08,0.55,8.07,0,0,"1",5,"CL","TP","id46",2.36667207694308,10.5983364784698
1.51743,13.3,3.6,1.14,73.09,0.58,8.17,0,0,"1",1,"CL","TL","id47",2.35297064050866,9.10568472307844
1.51708,13.72,3.68,1.81,72.06,0.64,7.88,0,0,"2",1,"CL","TP","id48",2.734185255041,9.02326526792408
1.52213,14.21,3.82,0.47,71.77,0.11,9.57,0,0,"1",5,"CL","TP","id49",2.33501888378839,8.84477272072577
1.51811,13.33,3.85,1.25,72.78,0.52,8.12,0,0,"2",1,"CL","TP","id50",2.58831202760048,8.98291410242089
1.52151,11.03,1.71,1.56,73.44,0.58,11.62,0,0,"4",4,"OT","OP","id51",2.6210512261028,9.21975421277428
1.52739,11.02,0,0.75,73.08,0,14.96,0,0,"2",4,"CL","TP","id52",2.26131261584716,10.0564186884215
1.51966,14.77,3.75,0.29,72.02,0.03,9,0,0,"1",4,"CL","TP","id53",2.46706368461483,10.1082247765716
1.51531,14.38,0,2.66,73.1,0.04,9.08,0.64,0,"5",1,"WH","TL","id54",2.29101686518564,9.89583587467418
1.52152,13.05,3.65,0.87,72.32,0.19,9.85,0,0.17,"1",3,"CL","TP","id55",2.73054819536061,11.0394948869343
1.51869,13.19,3.37,1.18,72.72,0.57,8.83,0,0.16,"1",1,"CL","TP","id56",2.64235722357014,9.38644030604844
1.52043,13.38,0,1.4,72.25,0.33,12.5,0,0,"4",2,"OT","OP","id57",2.4037884027915,9.02359651692341
1.5202,13.98,1.35,1.63,71.76,0.39,10.56,0,0.18,"2",3,"CL","TP","id58",2.7066660423207,7.99032455980267
1.51848,13.64,3.87,1.27,71.96,0.54,8.32,0,0.32,"2",4,"CL","TP","id59",2.50108725889515,8.67134709277368
1.51806,13,3.8,1.08,73.07,0.56,8.38,0,0.12,"2",2,"WH","TP","id60",2.28131920160178,10.6852922297614
1.52172,13.51,3.86,0.88,71.79,0.23,9.54,0,0.11,"1",4,"CL","TL","id61",2.46024227746566,9.68706665497681
1.51646,13.04,3.4,1.26,73.01,0.52,8.58,0,0,"3",5,"CL","TP","id62",2.72853818802382,9.72763792780311
1.51769,12.45,2.71,1.29,73.7,0.56,9.06,0,0.24,"1",7,"CL","TL","id63",2.45371546203781,7.90510478177621
1.52121,14.03,3.76,0.58,71.79,0.11,9.65,0,0,"3",4,"CL","TP","id64",2.37628807180377,9.29613402114609
1.5186,13.36,3.43,1.43,72.26,0.51,8.6,0,0,"2",3,"CL","TP","id65",2.44787783652955,9.90207919449332
1.51779,13.21,3.39,1.33,72.76,0.59,8.59,0,0,"1",5,"CL","TP","id66",2.25915564280539,8.65971811635341
1.51618,13.01,3.5,1.48,72.89,0.6,8.12,0,0,"2",7,"CL","TP","id67",2.73515985033525,7.71277824351938
1.51905,13.6,3.62,1.11,72.64,0.14,8.76,0,0,"1",3,"WH","TP","id68",2.47170586183736,9.90890732082498
1.51594,13.09,3.52,1.55,72.87,0.68,8.05,0,0.09,"2",2,"WH","TL","id69",2.18863763795866,8.45494564574794
1.51588,13.12,3.41,1.58,73.26,0.07,8.39,0,0.19,"2",1,"CL","TP","id70",2.40502320770025,7.70022777069568
1.52369,13.44,0,1.58,72.22,0.32,12.24,0,0,"4",3,"CL","TP","id71",2.42158545273009,8.23334399898144
1.52068,13.55,2.09,1.67,72.18,0.53,9.57,0.27,0.17,"2",5,"CL","TP","id72",2.61043331251456,10.8265254655672
1.51837,13.14,2.84,1.28,72.85,0.55,9.07,0,0,"1",6,"WH","TP","id73",2.58987951315835,11.5375385297986
1.52171,11.56,1.88,1.56,72.86,0.47,11.41,0,0,"4",6,"WH","TP","id74",2.45697243389282,10.1341898388142
1.51719,14.75,0,2,73.02,0,8.53,1.59,0.08,"5",1,"OT","TP","id75",2.56857152873005,11.3534703081267
1.52211,14.19,3.78,0.91,71.36,0.23,9.14,0,0.37,"3",2,"CL","TP","id76",2.32520920867598,9.73815649129362
1.5175,12.82,3.55,1.49,72.75,0.54,8.52,0,0.19,"1",5,"CL","TP","id77",2.43426559718195,8.14409569621545
1.51721,12.87,3.48,1.33,73.04,0.56,8.43,0,0,"1",3,"WH","TP","id78",2.51162916745186,9.16563178416999
1.52667,13.99,3.7,0.71,71.57,0.02,9.82,0,0.1,"1",4,"WH","TP","id79",2.41950045542753,9.91968263797868
1.52222,14.43,0,1,72.67,0.1,11.52,0,0.08,"2",6,"CL","TP","id80",2.26615896997755,8.48308106679063
1.5241,13.83,2.9,1.17,71.15,0.08,10.79,0,0,"2",6,"CL","TP","id81",2.69916661788192,10.1060828251282
1.52065,14.36,0,2.02,73.42,0,8.44,1.64,0,"5",4,"OT","OP","id82",2.65613365417156,10.6524209297502
1.51655,13.41,3.39,1.28,72.64,0.52,8.65,0,0,"3",2,"CL","TP","id83",2.3585104371154,9.79791671010252
1.519,13.49,3.48,1.35,71.95,0.55,9,0,0,"1",5,"CL","TP","id84",2.78362823270075,8.16940866598278
1.5221,13.73,3.84,0.72,71.76,0.17,9.74,0,0,"1",1,"CL","TP","id85",2.56134282042954,11.2516261390992
1.52664,11.23,0,0.77,73.21,0,14.68,0,0,"2",3,"WH","TP","id86",2.20563089503419,10.1635640454187
1.52152,13.05,3.65,0.87,72.22,0.19,9.85,0,0.17,"1",2,"CL","TL","id87",2.14001410366064,9.92956889903464
1.51596,13.02,3.56,1.54,73.11,0.72,7.9,0,0,"2",2,"WH","TL","id88",2.58867960346315,10.9230993690425
1.51567,13.29,3.45,1.21,72.74,0.56,8.57,0,0,"1",6,"WH","TP","id89",2.7329187499036,8.19028485789687
1.51768,12.65,3.56,1.3,73.08,0.61,8.69,0,0.14,"1",4,"CL","TP","id90",2.39420661650875,8.99323246268754
1.51847,13.1,3.97,1.19,72.44,0.6,8.43,0,0,"2",2,"CL","TP","id91",2.35780228482983,9.54544659586826
1.51574,14.86,3.67,1.74,71.87,0.16,7.36,0,0.12,"2",3,"CL","TP","id92",2.60389933614984,9.76888970596013
1.52213,14.21,3.82,0.47,71.77,0.11,9.57,0,0,"1",3,"CL","TP","id93",2.61545066207148,8.4014890444082
1.51892,13.46,3.83,1.26,72.55,0.57,8.21,0,0.14,"2",4,"CL","TP","id94",2.60656450862988,8.67880384547114
1.51605,12.9,3.44,1.45,73.06,0.44,8.27,0,0,"2",5,"CL","TL","id95",2.79471797868596,7.86041358103247
1.51755,13,3.6,1.36,72.99,0.57,8.4,0,0.11,"1",7,"WH","TP","id96",2.40524180363198,7.83609063968828
1.51754,13.39,3.66,1.19,72.79,0.57,8.27,0,0.11,"1",4,"WH","TP","id97",2.30018945540614,10.3085408403124
1.52365,15.79,1.83,1.31,70.43,0.31,8.61,1.68,0,"5",1,"OT","TP","id98",2.36506234481236,8.71472550803471
1.51508,15.15,0,2.25,73.5,0,8.34,0.63,0,"5",7,"OT","OP","id99",2.41359472450453,9.28388664593914
1.51784,12.68,3.67,1.16,73.11,0.61,8.7,0,0,"1",4,"CL","TP","id100",2.62328162916999,8.63531206267487
1.51545,14.14,0,2.68,73.39,0.08,9.07,0.61,0.05,"5",3,"CL","TL","id101",2.82820723325073,6.86916080309607
1.51602,14.85,0,2.38,73.28,0,8.76,0.64,0.09,"5",7,"OT","TP","id102",2.41715413355468,5.99862674052183
1.51839,12.85,3.67,1.24,72.57,0.62,8.68,0,0.35,"2",4,"CL","TP","id103",2.3181787573668,7.99284875154932
1.51623,14.2,0,2.79,73.46,0.04,9.04,0.4,0.09,"5",3,"OT","OP","id104",2.93610079707848,11.863456298086
1.51793,12.79,3.5,1.12,73.03,0.64,8.77,0,0,"1",6,"CL","TP","id105",2.26854922847531,11.2943010608931
1.51514,14.85,0,2.42,73.72,0,8.39,0.56,0,"5",3,"CL","TP","id106",2.45412960278814,10.6143890090305
1.52223,13.21,3.77,0.79,71.99,0.13,10.02,0,0,"1",1,"WH","TP","id107",2.6598724437429,8.02156894983364
1.51592,12.86,3.52,2.12,72.66,0.69,7.97,0,0,"2",1,"CL","TP","id108",2.2688845078459,9.03831083070586
1.51683,14.56,0,1.98,73.29,0,8.52,1.57,0.07,"5",2,"OT","OP","id109",2.34039506761857,9.21045183796718
1.51131,13.69,3.2,1.81,72.81,1.76,5.43,1.19,0,"5",3,"CL","TP","id110",2.6226809252184,7.34522419755002
1.51779,13.64,3.65,0.65,73,0.06,8.93,0,0,"3",2,"CL","TP","id111",2.69788219982943,7.73605155164833
1.51811,12.96,2.96,1.43,72.92,0.6,8.79,0.14,0,"2",6,"WH","TP","id112",2.57388518210889,11.0844519812444
1.51872,12.93,3.66,1.56,72.51,0.58,8.55,0,0.12,"2",1,"CL","TL","id113",2.59376958802711,9.72929251488605
1.52475,11.45,0,1.88,72.19,0.81,13.24,0,0.34,"2",4,"CL","TP","id114",2.61236577818922,9.68206401262526
1.51905,14,2.39,1.56,72.37,0,9.57,0,0,"4",1,"CL","TP","id115",2.12824629622588,6.21189211348576
1.51645,13.4,3.49,1.52,72.65,0.67,8.08,0,0.1,"2",1,"CL","TP","id116",2.34793723364386,8.7255708668446
1.51838,14.32,3.26,2.22,71.25,1.46,5.79,1.63,0,"5",7,"OT","TL","id117",2.78919769621241,11.0053388618256
1.51898,13.58,3.35,1.23,72.08,0.59,8.91,0,0,"1",2,"CL","TP","id118",2.58529688711139,8.79257845636966
1.52777,12.64,0,0.67,72.02,0.06,14.4,0,0,"2",4,"WH","TP","id119",2.43040411506161,10.6082313240297
1.51645,14.94,0,1.87,73.11,0,8.67,1.38,0,"5",2,"CL","TP","id120",2.41146342053984,10.4057880979343
1.51631,13.34,3.57,1.57,72.87,0.61,7.89,0,0,"2",1,"CL","TP","id121",2.3305933165408,7.47963263383224
1.51753,12.57,3.47,1.38,73.39,0.6,8.55,0,0.06,"1",4,"CL","TL","id122",2.56655647188758,7.39480939507009
1.51215,12.99,3.47,1.12,72.98,0.62,8.35,0,0.31,"1",2,"CL","TP","id123",2.25272639771093,9.52782702464702
1.51711,14.23,0,2.08,73.36,0,8.62,1.67,0,"5",7,"CL","TP","id124",2.43448173773879,6.4118769162341
1.51994,13.27,0,1.76,73.03,0.47,11.32,0,0,"4",2,"OT","TP","id125",2.44861147256364,9.73824604866574
1.51646,13.41,3.55,1.25,72.81,0.68,8.1,0,0,"2",2,"CL","TL","id126",2.26890076794853,8.44856140182424
1.51937,13.79,2.41,1.19,72.76,0,9.77,0,0,"4",1,"OT","OP","id127",2.5692553142721,12.1183355502537
1.52315,13.44,3.34,1.23,72.38,0.6,8.83,0,0,"5",3,"WH","TP","id128",2.63161718014904,9.82906560460451
1.52058,12.85,1.61,2.17,72.18,0.76,9.7,0.24,0.51,"4",6,"CL","TP","id129",2.51367151817362,7.89916931105342
1.51754,13.48,3.74,1.17,72.99,0.59,8.03,0,0,"1",7,"CL","TL","id130",2.52679125631391,8.75461225241502
1.51645,13.44,3.61,1.54,72.39,0.66,8.03,0,0,"2",3,"WH","TP","id131",2.92489822710272,10.7773158549396
1.51653,11.95,0,1.19,75.18,2.7,8.93,0,0,"5",3,"OT","TL","id132",2.59171822953736,8.89604038962972
1.5164,14.37,0,2.74,72.85,0,9.45,0.54,0,"5",2,"OT","TL","id133",2.47588234832942,11.1722682643851
1.51977,13.81,3.58,1.32,71.72,0.12,8.67,0.69,0,"1",4,"CL","TP","id134",2.53346597992976,10.3908612189192
1.52614,13.7,0,1.36,71.24,0.19,13.44,0,0.1,"2",3,"CL","TL","id135",3.02774146251916,10.1038097197677
1.51673,13.3,3.64,1.53,72.53,0.65,8.03,0,0.29,"2",7,"CL","TL","id136",2.957746637184,7.69352861994328
1.51556,13.87,0,2.54,73.23,0.14,9.41,0.81,0.01,"5",7,"CL","TP","id137",2.40799897766975,9.76960019926861
1.51652,13.56,3.57,1.47,72.45,0.64,7.96,0,0,"2",5,"CL","TP","id138",2.28622867710018,7.64859867763364
1.51651,14.38,0,1.94,73.61,0,8.48,1.57,0,"5",7,"OT","TL","id139",2.37722442613627,7.96395063704191
1.51643,12.16,3.52,1.35,72.89,0.57,8.53,0,0,"3",2,"CL","TL","id140",2.18802597308256,7.06334998481973
1.51813,13.43,3.98,1.18,72.49,0.58,8.15,0,0,"2",3,"CL","TP","id141",2.617801149845,9.90260947721232
1.51775,12.85,3.48,1.23,72.97,0.61,8.56,0.09,0.22,"1",1,"CL","TP","id142",2.44905528504721,9.20775259947236
1.5182,12.62,2.76,0.83,73.81,0.35,9.42,0,0.2,"2",7,"CL","TP","id143",2.45444305580456,6.94731034483293
1.51609,15.01,0,2.51,73.05,0.05,8.83,0.53,0,"5",2,"OT","OP","id144",2.50833073317715,10.3017906009065
1.53125,10.73,0,2.1,69.81,0.58,13.3,3.15,0.28,"2",6,"CL","TP","id145",2.18714428869682,11.665021992455
1.51115,17.38,0,0.34,75.41,0,6.65,0,0,"4",1,"CL","TP","id146",2.54311884169493,11.2878348602775
1.51755,12.71,3.42,1.2,73.2,0.59,8.64,0,0,"1",3,"CL","TL","id147",2.65559975480124,8.04804531232675
1.51778,13.21,2.81,1.29,72.98,0.51,9.02,0,0.09,"1",2,"CL","TP","id148",2.37103870908754,10.3287136072113
1.51832,13.33,3.34,1.54,72.14,0.56,8.99,0,0,"3",3,"CL","TL","id149",2.78108125976937,12.1720636198053
1.51831,14.39,0,1.82,72.86,1.41,6.47,2.88,0,"5",4,"WH","TP","id150",2.38222711959969,9.30092868959017
1.51299,14.4,1.74,1.54,74.55,0,7.59,0,0,"4",3,"CL","TP","id151",2.34495096049779,8.65871591058224
1.51829,14.46,2.24,1.62,72.38,0,9.26,0,0,"4",6,"OT","TP","id152",2.80032676398939,5.45867950919056
1.52152,13.12,3.58,0.9,72.2,0.23,9.82,0,0.16,"1",6,"CL","TP","id153",2.2993361028816,6.56840285592931
1.52101,13.64,4.49,1.1,71.78,0.06,8.75,0,0,"1",5,"CL","TP","id154",2.6041178145837,8.46717597614767
1.51666,12.86,0,1.83,73.88,0.97,10.17,0,0,"4",1,"CL","TP","id155",2.35511541371512,7.04076143441348
1.51751,12.81,3.57,1.35,73.02,0.62,8.59,0,0,"1",3,"CL","TP","id156",2.79316495224028,9.9210615600787
1.52177,13.75,1.01,1.36,72.19,0.33,11.14,0,0,"2",4,"WH","TL","id157",2.49076423904329,8.10172763724397
1.52119,12.97,0.33,1.51,73.39,0.13,11.27,0,0.28,"4",5,"OT","OP","id158",2.52740497856317,9.41281670694747
1.51969,12.64,0,1.65,73.75,0.38,11.53,0,0,"4",4,"OT","TP","id159",2.3770864632705,9.39292087275922
1.51674,12.87,3.56,1.64,73.14,0.65,7.99,0,0,"2",4,"CL","TP","id160",2.57656041120446,7.90496895675771
1.5173,12.35,2.72,1.63,72.87,0.7,9.23,0,0,"2",2,"CL","TP","id161",2.40123135287718,5.49553724943542
1.51763,12.8,3.66,1.27,73.01,0.6,8.56,0,0,"1",1,"CL","TP","id162",2.35391334428128,10.7270593581351
1.51783,12.69,3.54,1.34,72.95,0.57,8.75,0,0,"1",2,"CL","TL","id163",2.53648656256553,10.8540931004653
1.52127,14.32,3.9,0.83,71.5,0,9.49,0,0,"3",6,"CL","TL","id164",2.56692703783166,10.3423052281253
1.51916,14.15,0,2.09,72.74,0,10.88,0,0,"4",4,"OT","TL","id165",2.55210491131097,9.49563229733953
1.51571,12.72,3.46,1.56,73.2,0.67,8.09,0,0.24,"1",7,"CL","TP","id166",2.41835705913241,8.55606687264036
1.51747,12.84,3.5,1.14,73.27,0.56,8.55,0,0,"1",7,"CL","TP","id167",2.53327840512251,8.96817675060745
1.51685,14.92,0,1.99,73.06,0,8.4,1.59,0,"5",2,"CL","TP","id168",2.32572908627405,8.87316868417863
1.51786,12.73,3.43,1.19,72.95,0.62,8.76,0,0.3,"1",1,"WH","TP","id169",2.33326829187159,8.48630477643205
1.5232,13.72,3.72,0.51,71.75,0.09,10.06,0,0.16,"1",3,"CL","TP","id170",2.26602026601288,8.8145429971962
1.51727,14.7,0,2.34,73.28,0,8.95,0.66,0,"5",2,"OT","OP","id171",2.18270580227876,7.51880820166285
1.51761,12.81,3.54,1.23,73.24,0.58,8.39,0,0,"1",3,"CL","TP","id172",2.76940029985941,10.0511375059984
1.52725,13.8,3.15,0.66,70.57,0.08,11.64,0,0,"2",5,"WH","TP","id173",2.27767022259055,6.94035860946958
1.52196,14.36,3.85,0.89,71.36,0.15,9.15,0,0,"1",4,"CL","TP","id174",2.54351286766158,9.61872176538371
1.51776,13.53,3.41,1.52,72.04,0.58,8.79,0,0,"3",4,"CL","TP","id175",2.49833716077151,9.48985017669433
1.51911,13.9,3.73,1.18,72.12,0.06,8.89,0,0,"1",7,"WH","TP","id176",2.33905623391995,9.7472479640382
1.52099,13.69,3.59,1.12,71.96,0.09,9.4,0,0,"1",4,"CL","TL","id177",2.44545433365348,7.18054827771841
1.51613,13.88,1.78,1.79,73.1,0,8.67,0.76,0,"5",7,"OT","OP","id178",2.61609611465925,7.63616373586968
1.51844,13.25,3.76,1.32,72.4,0.58,8.42,0,0,"2",1,"CL","TP","id179",2.88124083771248,7.83583189854866
1.51909,13.89,3.53,1.32,71.81,0.51,8.78,0.11,0,"1",4,"CL","TP","id180",2.61869857014557,8.5556566280159
1.51793,13.21,3.48,1.41,72.64,0.59,8.43,0,0,"1",3,"CL","TP","id181",2.84618890544746,9.3948674808225
1.51918,14.04,3.58,1.37,72.08,0.56,8.3,0,0,"1",5,"WH","TP","id182",2.52271088825946,8.18799878291491
